Vin,Make_Type,Reg_Class,Body,Segment,Make,Model,Trim,Odometer,sprice,Year,BuyHere,Seller,seller_address,Seller_City,Seller_State,Seller_Zip,Pump,Owner_City,Owner_State,Owner_Zip,Newused,data_yrmon,state_data,LienHolder,Fleet,fuel_type_txt,Lease,Alternative_Fuel,DealerType,Type,countynum,county_name
1G11Z5SA5KU142748,Domestic,Car,4D,LARGE,Chevrolet,Impala,LT,61552,25995,2019,,Chevrolet of West,225 T M W Pkwy,West,TX,76691,P103089,Waco,TX,76706,Used,202201,TX,CONSUMER PORTFOLIO SERVICES,,,,Gas,Local Dealer,Franchise,,McLennan
3N1AB7AP0KY228398,Import,Car,4D,MID-SIZED,Nissan,Sentra,S,70052,14237,2019,,Chevrolet of West,225 T M W Pkwy,West,TX,76691,P103089,Waco,TX,76706,Used,202201,TX,GLOBAL LENDING SERVICES,,,,Gas,Local Dealer,Franchise,,McLennan
3GCPCREC1HG281391,Domestic,Truck,PU,FULL-SIZED PICKUP,Chevrolet,Silverado 1500,LT,79997,30190,2017,,Chevrolet of West,225 T M W Pkwy,West,TX,76691,P103089,Waco,TX,76706,Used,202201,TX,GM FINANCIAL,,,,Gas,Local Dealer,Franchise,,McLennan
3GNAXJEVXJL103206,Domestic,Truck,UT,COMPACT SPORT-UTILITY,Chevrolet,Equinox,LT,19183,26559,2018,,Chevrolet of West,225 T M W Pkwy,West,TX,76691,P103089,Waco,TX,76706,Used,202201,TX,PENTAGON CU,,,,Gas,Local Dealer,Franchise,,McLennan
JA4AP3AU0KU006227,Import,Car,SW,SMALL SPORT UTILITY,Mitsubishi,Outlander Sport,ES,39747,24805,2019,,Chevrolet of West,225 T M W Pkwy,West,TX,76691,P103089,Waco,TX,76706,Used,202201,TX,EXETER FINANCE CORP,,,,Gas,Local Dealer,Franchise,,McLennan
1G4PP5SK8G4127809,Domestic,Car,4D,COMPACT,Buick,Verano,Base,96527,12279,2016,,Chevrolet of West,225 T M W Pkwy,West,TX,76691,P103089,Waco,TX,76706,Used,202201,TX,PENTAGON CU,,,,Gas,Local Dealer,Franchise,,McLennan
5N1AT2MT1HC850236,Import,Car,SW,COMPACT SPORT-UTILITY,Nissan,Rogue,S,44306,22477,2017,,Chevrolet of West,225 T M W Pkwy,West,TX,76691,P103089,Waco,TX,76706,Used,202201,TX,EXETER FINANCE CORP,,,,Gas,Local Dealer,Franchise,,McLennan
1G1ZD5ST3LF033892,Domestic,Car,4D,MID-SIZED,Chevrolet,Malibu,LT,58493,26998,2020,,Chevrolet of West,225 T M W Pkwy,West,TX,76691,P103089,Waco,TX,76706,Used,202201,TX,CRESCENT BANK & TRUST,,,,Gas,Local Dealer,Franchise,,McLennan
1G1YY24U655120618,Domestic,Car,CP,SPORTY,Chevrolet,Corvette,Base,EXEMPT,20139,2005,,Chevrolet of West,225 T M W Pkwy,West,TX,76691,P103089,Waco,TX,76706,Used,202201,TX,WESTLAKE FINANCIAL,,,,Gas,Local Dealer,Franchise,,McLennan
1C6RR6GGXKS698196,Domestic,Truck,PU,FULL-SIZED PICKUP,Ram,1500 Classic,SLT,41748,31662,2019,,North Park Volkswagen,21315 West I-10,San Antonio,TX,78257,P118258,Waco,TX,76706,Used,202201,TX,,,,,Gas,Pump-In Dealer,Franchise,,McLennan
5XYKT3A13CG226508,Import,Truck,UT,COMPACT SPORT-UTILITY,Kia,Sorento,LX,138626,12995,2012,,Public Auto Group Waco TX,3301 Franklin Ave,Waco,TX,76710,P125877,Waco,TX,76706,Used,202201,TX,PUBLIC AUTOMOTIVE GROUP,,,,Gas,Local Dealer,Independent,,McLennan
5XYPG4A39KG557402,Import,Truck,UT,COMPACT SPORT-UTILITY,Kia,Sorento,L,36153,26953,2019,,University Mazda Kia,3000 Interstate 35 S,Waco,TX,76710,P137082,Waco,TX,76706,Used,202201,TX,CAPITAL ONE AUTO FINANCE,,,,Gas,Local Dealer,Franchise,,McLennan
1FMSK7FH4LGA37939,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Ford,Explorer,Limited,68353,38100,2020,,University Mazda Kia,3000 Interstate 35 S,Waco,TX,76710,P137082,Waco,TX,76706,Used,202201,TX,JP MORGAN CHASE BANK,,,,Gas,Local Dealer,Franchise,,McLennan
1C6RRELT2KN526689,Domestic,Truck,PU,FULL-SIZED PICKUP,Ram,1500,Rebel,40774,44963,2019,,University Mazda Kia,3000 Interstate 35 S,Waco,TX,76710,P137082,Waco,TX,76706,Used,202201,TX,,,,,Gas,Local Dealer,Franchise,,McLennan
2HGFE1F97NH307953,Import,Car,4D,MID-SIZED,Honda,Civic,Touring,2846,32952,2022,,University Mazda Kia,3000 Interstate 35 S,Waco,TX,76710,P137082,Waco,TX,76706,Used,202201,TX,USAA FEDERAL SAVINGS BANK,,,,Gas,Local Dealer,Franchise,,McLennan
5XXGT4L39KG307879,Import,Car,4D,LARGE,Kia,Optima,LX,57233,19915,2019,,University Mazda Kia,3000 Interstate 35 S,Waco,TX,76710,P137082,Waco,TX,76706,Used,202201,TX,KIA MOTOR FINANCE CO,,,,Gas,Local Dealer,Franchise,,McLennan
5XYPG4A55KG546995,Import,Truck,UT,COMPACT SPORT-UTILITY,Kia,Sorento,LX V6,35902,27853,2019,,University Mazda Kia,3000 Interstate 35 S,Waco,TX,76710,P137082,Waco,TX,76706,Used,202201,TX,KIA MOTOR FINANCE CO,,,,Gas,Local Dealer,Franchise,,McLennan
5XXG64J29MG073554,Import,Car,4D,LARGE,Kia,K5,GT-Line,7386,28756,2021,,University Mazda Kia,3000 Interstate 35 S,Waco,TX,76710,P137082,Waco,TX,76706,Used,202201,TX,A PLUS CU,,,,Gas,Local Dealer,Franchise,,McLennan
7FARW1H99JE025596,Import,Truck,UT,COMPACT SPORT-UTILITY,Honda,CR-V,Touring,29842,26678,2018,,Cleo Bay Honda,3907 E Central Texas Expy,Killeen,TX,76543,P10842,Waco,TX,76706,Used,202201,TX,AMERICAN HONDA FINANCE CORP,,,,Gas,Pump-In Dealer,Franchise,,McLennan
JTEZU5JR6E5069268,Import,Truck,UT,FULL-SIZED SPORT UTILITY,Toyota,4Runner,Limited,90234,27723,2014,,Cavender Ford,4860 Interstate 10 Frontage Rd,Columbus,TX,78934,P156143,Waco,TX,76706,Used,202201,TX,TEXAS DOW EMPLOYEE CU,,,,Gas,Pump-In Dealer,Franchise,,McLennan
JTDKAMFU2M3143432,Import,Car,4D,LARGE,Toyota,Prius,L Eco,21160,29495,2021,,Jeff Hunter Toyota,1440 W Loop 340,Waco,TX,76712,P19658,Waco,TX,76706,Used,202201,TX,TOYOTA MOTOR CREDIT CO,,,,Hybrid,Local Dealer,Franchise,,McLennan
1C3CCCAB3FN704991,Domestic,Car,4D,MID-SIZED,Chrysler,200,Limited,103125,12995,2015,,Jeff Hunter Toyota,1440 W Loop 340,Waco,TX,76712,P19658,Waco,TX,76706,Used,202201,TX,EXETER FINANCE CORP,,,,Gas,Local Dealer,Franchise,,McLennan
1GNKRLKD4DJ185421,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Chevrolet,Traverse,LTZ,142354,14995,2013,,Jeff Hunter Toyota,1440 W Loop 340,Waco,TX,76712,P19658,Waco,TX,76706,Used,202201,TX,MECHANICS BANK,,,,Gas,Local Dealer,Franchise,,McLennan
1FM5K7F80EGB11793,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Ford,Explorer,Limited,104564,19995,2014,,Jeff Hunter Toyota,1440 W Loop 340,Waco,TX,76712,P19658,Waco,TX,76706,Used,202201,TX,MECHANICS BANK,,,,Gas,Local Dealer,Franchise,,McLennan
4T1B11HK6KU704261,Import,Car,4D,MID-SIZED,Toyota,Camry,LE,17387,15408,2019,,Jeff Hunter Toyota,1440 W Loop 340,Waco,TX,76712,P19658,Waco,TX,76706,Used,202201,TX,TOYOTA MOTOR CREDIT CO,,,,Gas,Local Dealer,Franchise,,McLennan
WA1LFAFP3FA084530,Import,Truck,UT,COMPACT SPORT-UTILITY,Audi,Q5,2.0T quattro Premium Plus,129053,18536,2015,,Jeff Hunter Toyota,1440 W Loop 340,Waco,TX,76712,P19658,Waco,TX,76706,Used,202201,TX,,,,,Gas,Local Dealer,Franchise,,McLennan
1GNSCCKC3FR306050,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Chevrolet,Tahoe,LTZ,118522,33595,2015,,Jeff Hunter Toyota,1440 W Loop 340,Waco,TX,76712,P19658,Waco,TX,76706,Used,202201,TX,Ally Financial,,,,Gas,Local Dealer,Franchise,,McLennan
4T3ZK3BB2BU037177,Import,Car,SW,COMPACT SPORT-UTILITY,Toyota,Venza,FWD V6,127923,13995,2011,,Jeff Hunter Toyota,1440 W Loop 340,Waco,TX,76712,P19658,Waco,TX,76706,Used,202201,TX,TOYOTA MOTOR CREDIT CO,,,,Gas,Local Dealer,Franchise,,McLennan
5FNYF5H3XGB004940,Import,Truck,UT,FULL-SIZED SPORT UTILITY,Honda,Pilot,EX,143151,14995,2016,,Jeff Hunter Toyota,1440 W Loop 340,Waco,TX,76712,P19658,Waco,TX,76706,Used,202201,TX,MECHANICS BANK,,,,Gas,Local Dealer,Franchise,,McLennan
2G11Z5S31L9103283,Domestic,Car,4D,LARGE,Chevrolet,Impala,LT,32328,29184,2020,,Greg May Honda,1601 W Loop 340,Waco,TX,76712,P20463,Waco,TX,76706,Used,202201,TX,Ally Financial,,,,Gas,Local Dealer,Franchise,,McLennan
1G8MG35X98Y109343,Domestic,Car,CV,SPORTY,Saturn,SKY,Red Line,EXEMPT,12648,2008,,Greg May Honda,1601 W Loop 340,Waco,TX,76712,P20463,Waco,TX,76706,Used,202201,TX,TEXELL CU,,,,Gas,Local Dealer,Franchise,,McLennan
2HKRW6H35JH217507,Import,Truck,UT,COMPACT SPORT-UTILITY,Honda,CR-V,LX,65975,18705,2018,,Greg May Honda,1601 W Loop 340,Waco,TX,76712,P20463,Waco,TX,76706,Used,202201,TX,CAPITAL ONE AUTO FINANCE,,,,Gas,Local Dealer,Franchise,,McLennan
1FTFW1ET2CFC55672,Domestic,Truck,PU,FULL-SIZED PICKUP,Ford,F-150,FX4,159111,21278,2012,,Greg May Honda,1601 W Loop 340,Waco,TX,76712,P20463,Waco,TX,76706,Used,202201,TX,TEXELL CU,,,,Gas,Local Dealer,Franchise,,McLennan
JF2SJADC1GH428527,Import,Car,SW,COMPACT SPORT-UTILITY,Subaru,Forester,2.5i Premium,138214,14776,2016,,Greg May Honda,1601 W Loop 340,Waco,TX,76712,P20463,Waco,TX,76706,Used,202201,TX,TEXELL CU,,,,Gas,Local Dealer,Franchise,,McLennan
1FTEW1CP1KKD12161,Domestic,Truck,PU,FULL-SIZED PICKUP,Ford,F-150,XL,43703,37200,2019,,Bird Kultgen Ford,1701 W Loop 340,Waco,TX,76701,P10554,Waco,TX,76706,Used,202201,TX,,,,,Gas,Local Dealer,Franchise,,McLennan
3N1CN7AP3KL817667,Import,Car,4D,COMPACT,Nissan,Versa,S,31768,17193,2019,,Bird Kultgen Ford,1701 W Loop 340,Waco,TX,76701,P10554,Waco,TX,76706,Used,202201,TX,EDUCATORS CU,,,,Gas,Local Dealer,Franchise,,McLennan
1C6SRFJT6MN550247,Domestic,Truck,PU,FULL-SIZED PICKUP,Ram,1500,Laramie,26848,55370,2021,,Bird Kultgen Ford,1701 W Loop 340,Waco,TX,76701,P10554,Waco,TX,76706,Used,202201,TX,GENCO CU,,,,Gas,Local Dealer,Franchise,,McLennan
1FTEW1CP2FKE38194,Domestic,Truck,PU,FULL-SIZED PICKUP,Ford,F-150,XL,72234,29311,2015,,Bird Kultgen Ford,1701 W Loop 340,Waco,TX,76701,P10554,Waco,TX,76706,Used,202201,TX,CAPITAL ONE AUTO FINANCE,,,,Gas,Local Dealer,Franchise,,McLennan
WBXHT3C32J5F90634,Import,Truck,UT,COMPACT SPORT-UTILITY,BMW,X1,xDrive28i,43894,29995,2018,,Garlyn Shelton Buick GMC Cadillac Mazda,5625 S General Bruce Dr,Temple,TX,76502,P10513,Waco,TX,76706,Used,202201,TX,SANTANDER CONSUMER USA,,,,Gas,Pump-In Dealer,Franchise,,McLennan
3N1CN8BV7ML817113,Import,Car,4D,COMPACT,Nissan,Versa,S,7932,20733,2021,,Don Ringler Chevrolet,7777 S General Bruce Dr,Temple,TX,76502,P113368,Waco,TX,76706,Used,202201,TX,Ally Financial,,,,Gas,Pump-In Dealer,Franchise,,McLennan
5TFDY5F12LX873770,Import,Truck,PU,FULL-SIZED PICKUP,Toyota,Tundra,SR5,19803,50000,2020,,David McDavid Plano Lincoln,3333 W Plano Pkwy,Plano,TX,75075,P14236,Waco,TX,76706,Used,202201,TX,CAPITAL ONE AUTO FINANCE,,,,Gas,Pump-In Dealer,Franchise,,McLennan
3FAHP0JG3CR205350,Domestic,Car,4D,MID-SIZED,Ford,Fusion,SEL,135021,0,2012,,Vamos Auto,1601 S Valley Mills Dr,Waco,TX,76711,P159116,Waco,TX,76706,Used,202201,TX,Unidentified Lienholder,,,,Gas,Local Dealer,Independent,,McLennan
ZACNJABB1LPL84180,Domestic,Truck,UT,SMALL SPORT UTILITY,Jeep,Renegade,Latitude,8807,23982,2020,,Douglass Nissan of Waco,5605 Legend Lake Pkwy,Waco,TX,76710,P133327,Waco,TX,76706,Used,202201,TX,WELLS FARGO BANK,,,,Gas,Local Dealer,Franchise,,McLennan
5N1AT2MT8KC830458,Import,Car,SW,COMPACT SPORT-UTILITY,Nissan,Rogue,S,15497,29661,2019,,Douglass Nissan of Waco,5605 Legend Lake Pkwy,Waco,TX,76710,P133327,Waco,TX,76706,Used,202201,TX,WELLS FARGO BANK,,,,Gas,Local Dealer,Franchise,,McLennan
3GCPCREC8FG347366,Domestic,Truck,PU,FULL-SIZED PICKUP,Chevrolet,Silverado 1500,LT,123452,24994,2015,,Apple Sport Chevrolet,1635 North St Hwy 6,Marlin,TX,76661,P124275,Waco,TX,76706,Used,202201,TX,EXETER FINANCE CORP,,,,Gas,Pump-In Dealer,Franchise,,McLennan
3GCPYFED8MG372774,Domestic,Truck,PU,FULL-SIZED PICKUP,Chevrolet,Silverado 1500,LT Trail Boss,3250,56998,2021,,Apple Sport Chevrolet,1635 North St Hwy 6,Marlin,TX,76661,P124275,Waco,TX,76706,Used,202201,TX,GENCO CU,,,,Gas,Pump-In Dealer,Franchise,,McLennan
3GNKBBRA1LS673488,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Chevrolet,Blazer,LT,43650,33990,2020,,Apple Sport Chevrolet,1635 North St Hwy 6,Marlin,TX,76661,P124275,Waco,TX,76706,Used,202201,TX,SANTANDER CONSUMER USA,,,,Gas,Pump-In Dealer,Franchise,,McLennan
3GCPCRECXJG316273,Domestic,Truck,PU,FULL-SIZED PICKUP,Chevrolet,Silverado 1500,LT,70560,35998,2018,,Apple Sport Chevrolet,1635 North St Hwy 6,Marlin,TX,76661,P124275,Waco,TX,76706,Used,202201,TX,US BANK,,,,Gas,Pump-In Dealer,Franchise,,McLennan
5XXGU4L33HG166684,Import,Car,4D,LARGE,Kia,Optima,EX,45816,0,2017,,Chacon Autos Austin,13581 US-183,Austin,TX,78750,P124145,Waco,TX,76706,Used,202201,TX,CHACON AUTOS,,,,Gas,Pump-In Dealer,Independent,,McLennan
3GCUKREC8HG178457,Domestic,Truck,PU,FULL-SIZED PICKUP,Chevrolet,Silverado 1500,LT,50221,37000,2017,,Jim Turner Chevrolet,1015 E Mcgregor Dr,McGregor,TX,76657,P127715,Waco,TX,76706,Used,202201,TX,WELLS FARGO BANK,,,,Gas,Local Dealer,Franchise,,McLennan
JTNK4RBE1K3021821,Import,Car,4D,COMPACT,Toyota,Corolla Hatchback,SE,49893,23531,2019,,Jubilee Subaru Mitsubishi,4717 W Waco Dr,Waco,TX,76710,P150279,Waco,TX,76706,Used,202201,TX,Unidentified Lienholder,,,,Gas,Local Dealer,Franchise,,McLennan
3FA6P0HD4FR213819,Domestic,Car,4D,MID-SIZED,Ford,Fusion,SE,126984,16595,2015,Yes,Drive Casa,3312 Marvin D Love Fwy,Dallas,TX,75224,P131638,Waco,TX,76706,Used,202201,TX,DRIVE CASA,,,,Gas,Pump-In Dealer,Independent,,McLennan
5XYPG4A31KG568555,Import,Truck,UT,COMPACT SPORT-UTILITY,Kia,Sorento,L,52336,22329,2019,,AutoNation Chevrolet Waco,1625 N. Valley Mills Drive,Waco,TX,76710,P8111,Waco,TX,76706,Used,202201,TX,SANTANDER CONSUMER USA,,,,Gas,Local Dealer,Franchise,,McLennan
1G1FH1R75H0175549,Domestic,Car,CP,SPORTY,Chevrolet,Camaro,SS,52293,34985,2017,,AutoNation Chevrolet Waco,1625 N. Valley Mills Drive,Waco,TX,76710,P8111,Waco,TX,76706,Used,202201,TX,GLOBAL LENDING SERVICES,,,,Gas,Local Dealer,Franchise,,McLennan
1FT7W2BT4KEF48007,Domestic,Truck,PU,MEDIUM & HEAVY TRUCK,Ford,F-250 Super Duty,King Ranch,57537,65288,2019,,AutoNation Chevrolet Waco,1625 N. Valley Mills Drive,Waco,TX,76710,P8111,Waco,TX,76706,Used,202201,TX,CAPITAL ONE AUTO FINANCE,,,,Gas,Local Dealer,Franchise,,McLennan
1GCGTDE38G1284885,Domestic,Truck,PU,COMPACT PICKUP,Chevrolet,Colorado,Z71,87436,27676,2016,,AutoNation Chevrolet Waco,1625 N. Valley Mills Drive,Waco,TX,76710,P8111,Waco,TX,76706,Used,202201,TX,,,,,Gas,Local Dealer,Franchise,,McLennan
1FADP3K26FL264902,Domestic,Car,4D,MID-SIZED,Ford,Focus,SE,113867,10400,2015,,Greg May Hyundai,1501 West Loop 340,Waco,TX,76712,P129711,Waco,TX,76706,Used,202201,TX,SANTANDER CONSUMER USA,,,,Gas,Local Dealer,Franchise,,McLennan
1N4AL3AP2FC131758,Import,Car,4D,MID-SIZED,Nissan,Altima,2.5,61497,17990,2015,,Greg May Hyundai,1501 West Loop 340,Waco,TX,76712,P129711,Waco,TX,76706,Used,202201,TX,Unidentified Lienholder,,,,Gas,Local Dealer,Franchise,,McLennan
1FTER4EH6LLA73944,Domestic,Truck,PU,COMPACT PICKUP,Ford,Ranger,XL,15293,37165,2020,,Greg May Hyundai,1501 West Loop 340,Waco,TX,76712,P129711,Waco,TX,76706,Used,202201,TX,PNC BANK,,,,Gas,Local Dealer,Franchise,,McLennan
1C4NJCEB2CD579584,Domestic,Truck,UT,SMALL SPORT UTILITY,Jeep,Compass,Latitude,114300,10700,2012,,Greg May Hyundai,1501 West Loop 340,Waco,TX,76712,P129711,Waco,TX,76706,Used,202201,TX,AMERICAN CREDIT ACCEPTANCE,,,,Gas,Local Dealer,Franchise,,McLennan
1FM5K7D82KGA59985,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Ford,Explorer,XLT,37420,34553,2019,,University Mazda Kia,3000 Interstate 35 S,Waco,TX,76710,P137082,Waco,TX,76706,Used,202201,TX,Ally Financial,,,,Gas,Local Dealer,Franchise,,McLennan
1C6SRFFT7KN741648,Domestic,Truck,PU,FULL-SIZED PICKUP,Ram,1500,Big Horn,57138,40453,2019,,University Mazda Kia,3000 Interstate 35 S,Waco,TX,76710,P137082,Waco,TX,76706,Used,202201,TX,SANTANDER CONSUMER USA,,,,Gas,Local Dealer,Franchise,,McLennan
3N1AB7AP8KL604858,Import,Car,4D,MID-SIZED,Nissan,Sentra,S,82129,17500,2019,,University Mazda Kia,3000 Interstate 35 S,Waco,TX,76710,P137082,Waco,TX,76706,Used,202201,TX,CAPITAL ONE AUTO FINANCE,,,,Gas,Local Dealer,Franchise,,McLennan
2HKRM3H41GH551684,Import,Truck,UT,COMPACT SPORT-UTILITY,Honda,CR-V,SE,76715,19989,2016,,University Mazda Kia,3000 Interstate 35 S,Waco,TX,76710,P137082,Waco,TX,76706,Used,202201,TX,SANTANDER CONSUMER USA,,,,Gas,Local Dealer,Franchise,,McLennan
1GKKNKLA9LZ234247,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,GMC,Acadia,SLE,15816,34954,2020,,University Mazda Kia,3000 Interstate 35 S,Waco,TX,76710,P137082,Waco,TX,76706,Used,202201,TX,,,,,Gas,Local Dealer,Franchise,,McLennan
JM3KFACM9L0810170,Import,Truck,UT,COMPACT SPORT-UTILITY,Mazda,CX-5,Touring,18483,29350,2020,,University Mazda Kia,3000 Interstate 35 S,Waco,TX,76710,P137082,Waco,TX,76706,Used,202201,TX,CAPITAL ONE AUTO FINANCE,,,,Gas,Local Dealer,Franchise,,McLennan
KL4CJDSB8GB632642,Domestic,Truck,UT,SMALL SPORT UTILITY,Buick,Encore,Premium,129,32076,2016,,Richard Karr Motors,900 W Loop 340,Waco,TX,76712,P7142,Waco,TX,76706,Used,202201,TX,,,,,Gas,Local Dealer,Franchise,,McLennan
1GKS1GKC8JR121303,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,GMC,Yukon XL,SLT,43258,50885,2018,,Richard Karr Motors,900 W Loop 340,Waco,TX,76712,P7142,Waco,TX,76706,Used,202201,TX,GENCO CU,,,,Gas,Local Dealer,Franchise,,McLennan
1G6DP5RK4L0128506,Domestic,Car,4D,LUXURY,Cadillac,CT5,Sport,814,46764,2020,,Porsche Plano,5924 W Plano Pkwy,Plano,TX,75093,P119551,Waco,TX,76706,Used,202201,TX,USAA FEDERAL SAVINGS BANK,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1FTFW1CV3AFD55247,Domestic,Truck,PU,FULL-SIZED PICKUP,Ford,F-150,XLT,EXEMPT,21076,2010,,Sykora Family Ford,519 S George Kacir Dr,West,TX,76691,P21462,Waco,TX,76706,Used,202201,TX,,,,,Gas,Local Dealer,Franchise,,McLennan
1FTEW1C80AKC54924,Domestic,Truck,PU,FULL-SIZED PICKUP,Ford,F-150,XLT,EXEMPT,15499,2010,,Sykora Family Ford,519 S George Kacir Dr,West,TX,76691,P21462,Waco,TX,76706,Used,202201,TX,TEXELL CU,,,,Gas,Local Dealer,Franchise,,McLennan
2FMDK3KC8ABB45626,Domestic,Truck,UT,COMPACT SPORT-UTILITY,Ford,Edge,Limited,EXEMPT,6998,2010,,Sykora Family Ford,519 S George Kacir Dr,West,TX,76691,P21462,Waco,TX,76706,Used,202201,TX,,,,,Gas,Local Dealer,Franchise,,McLennan
1FT7X2B66CEC31029,Domestic,Truck,PU,MEDIUM & HEAVY TRUCK,Ford,F-250 Super Duty,XL,174657,10400,2012,,Unidentified Seller,,,,,,Waco,TX,76706,Used,202201,TX,,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1FT7W2B69KEE18413,Domestic,Truck,PU,MEDIUM & HEAVY TRUCK,Ford,F-250 Super Duty,King Ranch,100619,38888,2019,,Auto Merchant,4464 W Plano Pkwy,Plano,TX,75023,P20515,Waco,TX,76706,Used,202201,TX,UNITED HERITAGE CU,,,,Gas,Pump-In Dealer,Independent,,McLennan
